date,ticker,direction,alpha_name
2010-06-28,GLD,1,alpha_volatility_breakout
2010-06-28,TLT,1,alpha_volatility_breakout
2010-06-29,GLD,1,alpha_volatility_breakout
2010-06-29,TLT,1,alpha_volatility_breakout
2010-06-30,GLD,1,alpha_volatility_breakout
2010-06-30,TLT,1,alpha_volatility_breakout
2010-07-01,GLD,1,alpha_volatility_breakout
2010-07-01,TLT,1,alpha_volatility_breakout
2010-07-02,GLD,1,alpha_volatility_breakout
2010-07-02,TLT,1,alpha_volatility_breakout
2010-07-06,GLD,1,alpha_volatility_breakout
2010-07-06,TLT,1,alpha_volatility_breakout
2010-07-07,GLD,1,alpha_volatility_breakout
2010-07-07,TLT,1,alpha_volatility_breakout
2010-07-08,GLD,1,alpha_volatility_breakout
2010-07-08,TLT,1,alpha_volatility_breakout
2010-07-09,GLD,1,alpha_volatility_breakout
2010-07-09,TLT,1,alpha_volatility_breakout
2010-07-12,GLD,1,alpha_volatility_breakout
2010-07-12,TLT,1,alpha_volatility_breakout
2010-07-13,GLD,1,alpha_volatility_breakout
2010-07-13,TLT,1,alpha_volatility_breakout
2010-07-14,GLD,1,alpha_volatility_breakout
2010-07-14,TLT,1,alpha_volatility_breakout
2010-07-15,GLD,1,alpha_volatility_breakout
2010-07-15,TLT,1,alpha_volatility_breakout
2010-07-16,GLD,1,alpha_volatility_breakout
2010-07-16,TLT,1,alpha_volatility_breakout
2010-07-19,GLD,1,alpha_volatility_breakout
2010-07-19,TLT,1,alpha_volatility_breakout
2010-07-20,GLD,1,alpha_volatility_breakout
2010-07-20,TLT,1,alpha_volatility_breakout
2010-07-21,GLD,1,alpha_volatility_breakout
2010-07-21,TLT,1,alpha_volatility_breakout
2010-07-22,GLD,1,alpha_volatility_breakout
2010-07-22,TLT,1,alpha_volatility_breakout
2010-07-23,EEM,1,alpha_volatility_breakout
2010-07-23,GLD,1,alpha_volatility_breakout
2010-07-23,TLT,1,alpha_volatility_breakout
2010-07-26,EEM,1,alpha_volatility_breakout
2010-07-26,GLD,1,alpha_volatility_breakout
2010-07-26,TLT,1,alpha_volatility_breakout
2010-07-27,EEM,1,alpha_volatility_breakout
2010-07-27,GLD,1,alpha_volatility_breakout
2010-07-27,IWM,1,alpha_volatility_breakout
2010-07-27,TLT,1,alpha_volatility_breakout
2010-07-28,EEM,1,alpha_volatility_breakout
2010-07-28,TLT,1,alpha_volatility_breakout
2010-07-29,EEM,1,alpha_volatility_breakout
2010-07-29,TLT,1,alpha_volatility_breakout
2010-07-30,EEM,1,alpha_volatility_breakout
2010-07-30,TLT,1,alpha_volatility_breakout
2010-08-02,EEM,1,alpha_volatility_breakout
2010-08-02,GLD,1,alpha_volatility_breakout
2010-08-02,TLT,1,alpha_volatility_breakout
2010-08-03,EEM,1,alpha_volatility_breakout
2010-08-03,GLD,1,alpha_volatility_breakout
2010-08-03,SPY,1,alpha_volatility_breakout
2010-08-03,TLT,1,alpha_volatility_breakout
2010-08-04,EEM,1,alpha_volatility_breakout
2010-08-04,GLD,1,alpha_volatility_breakout
2010-08-04,TLT,1,alpha_volatility_breakout
2010-08-05,EEM,1,alpha_volatility_breakout
2010-08-05,GLD,1,alpha_volatility_breakout
2010-08-05,QQQ,1,alpha_volatility_breakout
2010-08-05,SPY,1,alpha_volatility_breakout
2010-08-05,TLT,1,alpha_volatility_breakout
2010-08-06,EEM,1,alpha_volatility_breakout
2010-08-06,GLD,1,alpha_volatility_breakout
2010-08-06,SPY,1,alpha_volatility_breakout
2010-08-06,TLT,1,alpha_volatility_breakout
2010-08-09,EEM,1,alpha_volatility_breakout
2010-08-09,GLD,1,alpha_volatility_breakout
2010-08-09,TLT,1,alpha_volatility_breakout
2010-08-10,EEM,1,alpha_volatility_breakout
2010-08-10,GLD,1,alpha_volatility_breakout
2010-08-10,QQQ,1,alpha_volatility_breakout
2010-08-10,SPY,1,alpha_volatility_breakout
2010-08-10,TLT,1,alpha_volatility_breakout
2010-08-11,EEM,1,alpha_volatility_breakout
2010-08-11,GLD,1,alpha_volatility_breakout
2010-08-11,TLT,1,alpha_volatility_breakout
2010-08-12,GLD,1,alpha_volatility_breakout
2010-08-12,TLT,1,alpha_volatility_breakout
2010-08-13,GLD,1,alpha_volatility_breakout
2010-08-13,TLT,1,alpha_volatility_breakout
2010-08-16,GLD,1,alpha_volatility_breakout
2010-08-16,TLT,1,alpha_volatility_breakout
2010-08-17,EEM,1,alpha_volatility_breakout
2010-08-17,GLD,1,alpha_volatility_breakout
2010-08-17,TLT,1,alpha_volatility_breakout
2010-08-18,EEM,1,alpha_volatility_breakout
2010-08-18,GLD,1,alpha_volatility_breakout
2010-08-18,TLT,1,alpha_volatility_breakout
2010-08-19,EEM,1,alpha_volatility_breakout
2010-08-19,GLD,1,alpha_volatility_breakout
2010-08-19,TLT,1,alpha_volatility_breakout
2010-08-20,EEM,1,alpha_volatility_breakout
2010-08-20,GLD,1,alpha_volatility_breakout
2010-08-20,TLT,1,alpha_volatility_breakout
2010-08-23,EEM,1,alpha_volatility_breakout
2010-08-23,GLD,1,alpha_volatility_breakout
2010-08-23,TLT,1,alpha_volatility_breakout
2010-08-24,GLD,1,alpha_volatility_breakout
2010-08-24,TLT,1,alpha_volatility_breakout
2010-08-25,GLD,1,alpha_volatility_breakout
2010-08-25,TLT,1,alpha_volatility_breakout
2010-08-26,GLD,1,alpha_volatility_breakout
2010-08-26,TLT,1,alpha_volatility_breakout
2010-08-27,GLD,1,alpha_volatility_breakout
2010-08-27,TLT,1,alpha_volatility_breakout
2010-08-30,GLD,1,alpha_volatility_breakout
2010-08-30,TLT,1,alpha_volatility_breakout
2010-08-31,GLD,1,alpha_volatility_breakout
2010-08-31,TLT,1,alpha_volatility_breakout
2010-09-01,GLD,1,alpha_volatility_breakout
2010-09-01,TLT,1,alpha_volatility_breakout
2010-09-02,EEM,1,alpha_volatility_breakout
2010-09-02,GLD,1,alpha_volatility_breakout
2010-09-02,TLT,1,alpha_volatility_breakout
2010-09-03,EEM,1,alpha_volatility_breakout
2010-09-03,GLD,1,alpha_volatility_breakout
2010-09-03,TLT,1,alpha_volatility_breakout
2010-09-07,EEM,1,alpha_volatility_breakout
2010-09-07,GLD,1,alpha_volatility_breakout
2010-09-07,TLT,1,alpha_volatility_breakout
2010-09-08,GLD,1,alpha_volatility_breakout
2010-09-08,TLT,1,alpha_volatility_breakout
2010-09-09,EEM,1,alpha_volatility_breakout
2010-09-09,GLD,1,alpha_volatility_breakout
2010-09-09,TLT,1,alpha_volatility_breakout
2010-09-10,EEM,1,alpha_volatility_breakout
2010-09-10,GLD,1,alpha_volatility_breakout
2010-09-10,TLT,1,alpha_volatility_breakout
2010-09-13,EEM,1,alpha_volatility_breakout
2010-09-13,GLD,1,alpha_volatility_breakout
2010-09-13,TLT,1,alpha_volatility_breakout
2010-09-14,EEM,1,alpha_volatility_breakout
2010-09-14,GLD,1,alpha_volatility_breakout
2010-09-14,TLT,1,alpha_volatility_breakout
2010-09-15,EEM,1,alpha_volatility_breakout
2010-09-15,GLD,1,alpha_volatility_breakout
2010-09-15,TLT,1,alpha_volatility_breakout
2010-09-16,EEM,1,alpha_volatility_breakout
2010-09-16,GLD,1,alpha_volatility_breakout
2010-09-16,TLT,1,alpha_volatility_breakout
2010-09-17,EEM,1,alpha_volatility_breakout
2010-09-17,GLD,1,alpha_volatility_breakout
2010-09-17,QQQ,1,alpha_volatility_breakout
2010-09-17,TLT,1,alpha_volatility_breakout
2010-09-20,EEM,1,alpha_volatility_breakout
2010-09-20,GLD,1,alpha_volatility_breakout
2010-09-20,QQQ,1,alpha_volatility_breakout
2010-09-20,TLT,1,alpha_volatility_breakout
2010-09-21,EEM,1,alpha_volatility_breakout
2010-09-21,GLD,1,alpha_volatility_breakout
2010-09-21,QQQ,1,alpha_volatility_breakout
2010-09-21,TLT,1,alpha_volatility_breakout
2010-09-22,EEM,1,alpha_volatility_breakout
2010-09-22,GLD,1,alpha_volatility_breakout
2010-09-22,QQQ,1,alpha_volatility_breakout
2010-09-22,TLT,1,alpha_volatility_breakout
2010-09-23,EEM,1,alpha_volatility_breakout
2010-09-23,GLD,1,alpha_volatility_breakout
2010-09-23,QQQ,1,alpha_volatility_breakout
2010-09-23,TLT,1,alpha_volatility_breakout
2010-09-24,GLD,1,alpha_volatility_breakout
2010-09-24,QQQ,1,alpha_volatility_breakout
2010-09-24,TLT,1,alpha_volatility_breakout
2010-09-27,EEM,1,alpha_volatility_breakout
2010-09-27,GLD,1,alpha_volatility_breakout
2010-09-27,QQQ,1,alpha_volatility_breakout
2010-09-27,TLT,1,alpha_volatility_breakout
2010-09-28,EEM,1,alpha_volatility_breakout
2010-09-28,GLD,1,alpha_volatility_breakout
2010-09-28,QQQ,1,alpha_volatility_breakout
2010-09-28,TLT,1,alpha_volatility_breakout
2010-09-28,XLK,1,alpha_volatility_breakout
2010-09-29,EEM,1,alpha_volatility_breakout
2010-09-29,GLD,1,alpha_volatility_breakout
2010-09-29,QQQ,1,alpha_volatility_breakout
2010-09-29,TLT,1,alpha_volatility_breakout
2010-09-29,XLK,1,alpha_volatility_breakout
2010-09-30,EEM,1,alpha_volatility_breakout
2010-09-30,GLD,1,alpha_volatility_breakout
2010-09-30,QQQ,1,alpha_volatility_breakout
2010-09-30,TLT,1,alpha_volatility_breakout
2010-10-01,EEM,1,alpha_volatility_breakout
2010-10-01,GLD,1,alpha_volatility_breakout
2010-10-01,QQQ,1,alpha_volatility_breakout
2010-10-01,TLT,1,alpha_volatility_breakout
2010-10-04,EEM,1,alpha_volatility_breakout
2010-10-04,GLD,1,alpha_volatility_breakout
2010-10-04,TLT,1,alpha_volatility_breakout
2010-10-05,EEM,1,alpha_volatility_breakout
2010-10-05,GLD,1,alpha_volatility_breakout
2010-10-05,TLT,1,alpha_volatility_breakout
2010-10-06,EEM,1,alpha_volatility_breakout
2010-10-06,GLD,1,alpha_volatility_breakout
2010-10-06,TLT,1,alpha_volatility_breakout
2010-10-07,EEM,1,alpha_volatility_breakout
2010-10-07,GLD,1,alpha_volatility_breakout
2010-10-07,QQQ,1,alpha_volatility_breakout
2010-10-07,TLT,1,alpha_volatility_breakout
2010-10-08,EEM,1,alpha_volatility_breakout
2010-10-08,GLD,1,alpha_volatility_breakout
2010-10-08,QQQ,1,alpha_volatility_breakout
2010-10-08,TLT,1,alpha_volatility_breakout
2010-10-11,EEM,1,alpha_volatility_breakout
2010-10-11,GLD,1,alpha_volatility_breakout
2010-10-11,QQQ,1,alpha_volatility_breakout
2010-10-11,TLT,1,alpha_volatility_breakout
2010-10-12,EEM,1,alpha_volatility_breakout
2010-10-12,GLD,1,alpha_volatility_breakout
2010-10-12,QQQ,1,alpha_volatility_breakout
2010-10-12,TLT,1,alpha_volatility_breakout
2010-10-13,EEM,1,alpha_volatility_breakout
2010-10-13,GLD,1,alpha_volatility_breakout
2010-10-13,QQQ,1,alpha_volatility_breakout
2010-10-13,TLT,1,alpha_volatility_breakout
2010-10-14,EEM,1,alpha_volatility_breakout
2010-10-14,GLD,1,alpha_volatility_breakout
2010-10-14,QQQ,1,alpha_volatility_breakout
2010-10-14,TLT,1,alpha_volatility_breakout
2010-10-15,EEM,1,alpha_volatility_breakout
2010-10-15,GLD,1,alpha_volatility_breakout
2010-10-15,QQQ,1,alpha_volatility_breakout
2010-10-15,TLT,1,alpha_volatility_breakout
2010-10-18,EEM,1,alpha_volatility_breakout
2010-10-18,GLD,1,alpha_volatility_breakout
2010-10-18,QQQ,1,alpha_volatility_breakout
2010-10-18,SPY,1,alpha_volatility_breakout
2010-10-18,TLT,1,alpha_volatility_breakout
2010-10-18,XLK,1,alpha_volatility_breakout
2010-10-19,EEM,1,alpha_volatility_breakout
2010-10-19,GLD,1,alpha_volatility_breakout
2010-10-19,QQQ,1,alpha_volatility_breakout
2010-10-19,SPY,1,alpha_volatility_breakout
2010-10-19,TLT,1,alpha_volatility_breakout
2010-10-19,XLK,1,alpha_volatility_breakout
2010-10-20,EEM,1,alpha_volatility_breakout
2010-10-20,GLD,1,alpha_volatility_breakout
2010-10-20,QQQ,1,alpha_volatility_breakout
2010-10-20,TLT,1,alpha_volatility_breakout
2010-10-20,XLK,1,alpha_volatility_breakout
2010-10-21,EEM,1,alpha_volatility_breakout
2010-10-21,GLD,1,alpha_volatility_breakout
2010-10-21,QQQ,1,alpha_volatility_breakout
2010-10-21,SPY,1,alpha_volatility_breakout
2010-10-21,TLT,1,alpha_volatility_breakout
2010-10-21,XLK,1,alpha_volatility_breakout
2010-10-22,EEM,1,alpha_volatility_breakout
2010-10-22,GLD,1,alpha_volatility_breakout
2010-10-22,QQQ,1,alpha_volatility_breakout
2010-10-22,TLT,1,alpha_volatility_breakout
2010-10-22,XLK,1,alpha_volatility_breakout
2010-10-25,EEM,1,alpha_volatility_breakout
2010-10-25,GLD,1,alpha_volatility_breakout
2010-10-25,QQQ,1,alpha_volatility_breakout
2010-10-25,SPY,1,alpha_volatility_breakout
2010-10-25,TLT,1,alpha_volatility_breakout
2010-10-25,XLE,1,alpha_volatility_breakout
2010-10-25,XLK,1,alpha_volatility_breakout
2010-10-26,EEM,1,alpha_volatility_breakout
2010-10-26,GLD,1,alpha_volatility_breakout
2010-10-26,IWM,1,alpha_volatility_breakout
2010-10-26,QQQ,1,alpha_volatility_breakout
2010-10-26,SPY,1,alpha_volatility_breakout
2010-10-26,TLT,1,alpha_volatility_breakout
2010-10-26,XLE,1,alpha_volatility_breakout
2010-10-26,XLK,1,alpha_volatility_breakout
2010-10-27,EEM,1,alpha_volatility_breakout
2010-10-27,GLD,1,alpha_volatility_breakout
2010-10-27,IWM,1,alpha_volatility_breakout
2010-10-27,QQQ,1,alpha_volatility_breakout
2010-10-27,SPY,1,alpha_volatility_breakout
2010-10-27,XLE,1,alpha_volatility_breakout
2010-10-27,XLK,1,alpha_volatility_breakout
2010-10-28,EEM,1,alpha_volatility_breakout
2010-10-28,GLD,1,alpha_volatility_breakout
2010-10-28,IWM,1,alpha_volatility_breakout
2010-10-28,QQQ,1,alpha_volatility_breakout
2010-10-28,SPY,1,alpha_volatility_breakout
2010-10-28,XLE,1,alpha_volatility_breakout
2010-10-28,XLK,1,alpha_volatility_breakout
2010-10-29,EEM,1,alpha_volatility_breakout
2010-10-29,GLD,1,alpha_volatility_breakout
2010-10-29,IWM,1,alpha_volatility_breakout
2010-10-29,QQQ,1,alpha_volatility_breakout
2010-10-29,SPY,1,alpha_volatility_breakout
2010-10-29,XLE,1,alpha_volatility_breakout
2010-10-29,XLK,1,alpha_volatility_breakout
2010-11-01,EEM,1,alpha_volatility_breakout
2010-11-01,GLD,1,alpha_volatility_breakout
2010-11-01,IWM,1,alpha_volatility_breakout
2010-11-01,QQQ,1,alpha_volatility_breakout
2010-11-01,SPY,1,alpha_volatility_breakout
2010-11-01,XLE,1,alpha_volatility_breakout
2010-11-01,XLK,1,alpha_volatility_breakout
2010-11-02,EEM,1,alpha_volatility_breakout
2010-11-02,GLD,1,alpha_volatility_breakout
2010-11-02,QQQ,1,alpha_volatility_breakout
2010-11-02,SPY,1,alpha_volatility_breakout
2010-11-02,XLE,1,alpha_volatility_breakout
2010-11-02,XLK,1,alpha_volatility_breakout
2010-11-03,EEM,1,alpha_volatility_breakout
2010-11-03,GLD,1,alpha_volatility_breakout
2010-11-03,IWM,1,alpha_volatility_breakout
2010-11-03,QQQ,1,alpha_volatility_breakout
2010-11-03,SPY,1,alpha_volatility_breakout
2010-11-03,TLT,1,alpha_volatility_breakout
2010-11-03,USO,1,alpha_volatility_breakout
2010-11-03,XLE,1,alpha_volatility_breakout
2010-11-03,XLK,1,alpha_volatility_breakout
2010-11-04,EEM,1,alpha_volatility_breakout
2010-11-04,GLD,1,alpha_volatility_breakout
2010-11-04,IWM,1,alpha_volatility_breakout
2010-11-04,QQQ,1,alpha_volatility_breakout
2010-11-04,SPY,1,alpha_volatility_breakout
2010-11-04,USO,1,alpha_volatility_breakout
